normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
isde gevelisolatie,isde gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,40,LOW,20,0.573309,2.435959,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isobouw gevelisolatie,isobouw gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,40,HIGH,100,0.37623,1.356485,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isobouw slimfort,isobouw slimfort,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,320,HIGH,100,0.398502,2.259109,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 320, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
isobouw slimfort gevelisolatie,isobouw slimfort gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.40368,1.582639,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isobouw slimfort prijs,isobouw slimfort prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie aan buitenkant muur,isolatie aan buitenkant muur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,80,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie binnenkant buitenmuur,isolatie binnenkant buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitengevel,isolatie buitengevel,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,True,True,True,False,90,HIGH,100,0.709394,2.549608,,,,,,,26,7,15.55,0.0,"PHRASE,EXACT",Gevelisolatie - Core,"ENABLED,PAUSED",2,0,0.0,0.0,Gevelisolatie - Core,review,"moderate spend €15.55, 0 conv; 7 clicks, 0 conv",False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",medium,review,
isolatie buitengevel kostprijs,isolatie buitengevel kostprijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenkant,isolatie buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,98,0.440152,1.501282,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenkant gevel,isolatie buitenkant gevel,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,1.116918,4.226354,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenkant huis,isolatie buitenkant huis,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.571917,2.12731,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenkant muur,isolatie buitenkant muur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 210, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
isolatie buitenkant woning,isolatie buitenkant woning,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenmuren,isolatie buitenmuren,other,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,False,,,,,,,,,,,,16,2,1.08,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
isolatie buitenmuren bestaande huis,isolatie buitenmuren bestaande huis,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenmuur,isolatie buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,390,HIGH,100,0.980426,3.252068,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 390, no mapped route",in_ads_only,"paid only, no organic signal in GSC",expansion_candidate,,
isolatie buitenmuur buitenkant,isolatie buitenmuur buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,20,HIGH,99,0.654852,2.086978,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie buitenmuur dikte,isolatie buitenmuur dikte,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,34,0.316708,0.899044,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenmuur prijs,isolatie buitenmuur prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie buitenmuur zonder spouw,isolatie buitenmuur zonder spouw,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,90,HIGH,95,0.530815,1.9035,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie buitenzijde muur,isolatie buitenzijde muur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,94,0.574898,2.70916,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie crepi,isolatie crepi,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/sierpleister/,service,medium,keyword contains sierpleister signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie enkele buitenmuur,isolatie enkele buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie enkelsteens buitenmuur,isolatie enkelsteens buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,97,0.308911,1.36787,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie gevel,isolatie gevel,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,90,MEDIUM,59,1.428966,4.723226,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie gevel buitenkant,isolatie gevel buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,1.116918,4.226354,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie gevel prijs,isolatie gevel prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie gevelbekleding,isolatie gevelbekleding,bekleden,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie halfsteens buitenmuur,isolatie halfsteens buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,40,MEDIUM,66,0.175165,1.044353,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie houten buitenwand,isolatie houten buitenwand,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.260215,2.287524,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie huis buitenkant,isolatie huis buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,True,True,False,False,10,HIGH,90,0.613854,3.398062,,,,,,,14,1,3.6,0.0,"PHRASE,EXACT",Gevelisolatie - Materialen,PAUSED,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",low,review,
isolatie met crepi,isolatie met crepi,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0.0,90.53,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,17,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 17 impr)",low,weak_signal,"17 impr, pos 90.5",in_gsc_only,"organic only, no ads presence",,,
isolatie met steenstrips,isolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,5,1,2.19,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie met steenstrips prijs,isolatie met steenstrips prijs,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie muren buitenkant,isolatie muren buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 210, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
isolatie muur buitenkant,isolatie muur buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 210, no mapped route",in_ads_only,"paid only, no organic signal in GSC",expansion_candidate,,
isolatie op buitenmuur,isolatie op buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.552501,6.034154,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie plaatsen tegen buitenmuur,isolatie plaatsen tegen buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,77,0.714728,3.947781,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie platen buitenmuur,isolatie platen buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,170,HIGH,100,0.395016,1.102462,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
isolatie rc waarde,isolatie rc waarde,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,87.0,1,False,https://bm-klus-bv.nl/gevelisolatie/rc-waarde-dikte/,0,1,/gevelisolatie/rc-waarde-dikte/,cluster,/gevelisolatie/rc-waarde-dikte/,cluster,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
isolatie rotterdam,isolatie rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,2.0,1,False,https://bm-klus-bv.nl/,1,1,/,home,/,home,medium,"from GSC top page (1 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
isolatie steenstrips,isolatie steenstrips,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,6,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie steenstrips buiten,isolatie steenstrips buiten,steenstrips,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie stucwerk,isolatie stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,4,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie stucwerk buitengevel,isolatie stucwerk buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,3,1,1.56,0.0,Gevelisolatie - Afwerking,,,False,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,high,keyword contains stucwerk signal; confirmed by GSC evidence,,none,,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
isolatie tegen buitenmuur,isolatie tegen buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.511303,1.87731,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie van buitenaf,isolatie van buitenaf,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,1,0.26,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie vlaardingen,isolatie vlaardingen,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,22.0,2,False,https://bm-klus-bv.nl/gevelisolatie/vlaardingen/,0,2,/gevelisolatie/vlaardingen/,city,/gevelisolatie/vlaardingen/,city,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
isolatie voor buitengevel,isolatie voor buitengevel,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie voor buitenmuur,isolatie voor buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.328981,1.12597,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie voorgevel,isolatie voorgevel,other,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,False,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Core,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
isolatie voorzetwand,isolatie voorzetwand,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie voorzetwand buitenmuur,isolatie voorzetwand buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,90,HIGH,100,0.348179,1.293024,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatie wand buitenmuur,isolatie wand buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatie zijgevel,isolatie zijgevel,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,1,1.52,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatiebedrijf rotterdam,isolatiebedrijf rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,True,True,False,False,,,,,,,,,,,,3,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Offerte,PAUSED,1,0,0.0,0.0,Gevelisolatie - Offerte,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",low,,
isolatiebedrijf rotterdam offerte,isolatiebedrijf rotterdam offerte,offerte,commercial,nl,NL,nonbrand,False,False,True,False,False,False,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Offerte,PAUSED,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",low,,
isolatieblokken buitenmuur,isolatieblokken buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.278271,1.061193,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatiemateriaal buitenmuur,isolatiemateriaal buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,20,HIGH,100,0.319497,1.427863,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatieplaat buiten,isolatieplaat buiten,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,140,HIGH,100,0.534594,1.269152,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten buitengevel,isolatieplaten buitengevel,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,90,HIGH,100,0.370654,1.534786,,,,,,,,,,,,,,1,1,0.77,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,low,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatieplaten buitenkant huis,isolatieplaten buitenkant huis,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatieplaten buitenmuur,isolatieplaten buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,170,HIGH,100,0.395016,1.102462,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten buitenmuur prijs,isolatieplaten buitenmuur prijs,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten muur buiten,isolatieplaten muur buiten,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.316027,1.084538,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten steenstrips,isolatieplaten steenstrips,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isolatieplaten tegen buitenmuur,isolatieplaten tegen buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten voor buitengevel,isolatieplaten voor buitengevel,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,HIGH,100,0.520655,1.433797,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isolatieplaten voor buitenmuur,isolatieplaten voor buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren aan de buitenkant,isoleren aan de buitenkant,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitengevel,isoleren buitengevel,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,4,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitengevel afgewerkt met gevelbekleding,isoleren buitengevel afgewerkt met gevelbekleding,bekleden,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.512028,1.965826,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenkant,isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitenkant gevel,isoleren buitenkant gevel,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitenkant huis,isoleren buitenkant huis,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
isoleren buitenmuren aan buitenkant,isoleren buitenmuren aan buitenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,140,HIGH,99,0.546952,2.120014,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur aan binnenzijde,isoleren buitenmuur aan binnenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.374528,1.560995,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
isoleren buitenmuur bestaande woning,isoleren buitenmuur bestaande woning,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,67,0.514614,1.341908,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
