normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
stuc voor buitenmuur,stuc voor buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucen behangklaar,stucen behangklaar,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,0.0,24.55,1,False,https://bm-klus-bv.nl/muren-stucen/,0,29,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 29 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucen buitengevel,stucen buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0.0,39.4,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,5,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 5 impr)",low,weak_signal,"5 impr, pos 39.4",in_gsc_only,"organic only, no ads presence",,,
stucen buitenmuur,stucen buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0.0,14.25,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,12,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 12 impr)",low,weak_signal,"12 impr, pos 14.2",in_gsc_only,"organic only, no ads presence",,,
stucen buitenmuur kosten,stucen buitenmuur kosten,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,10.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucen gevel,stucen gevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,0.0,16.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,39,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 39 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucen muren,stucen muren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0.0,84.5,2,False,https://bm-klus-bv.nl/,0,5,/,home,/,home,medium,"from GSC top page (0 clicks, 5 impr)",low,weak_signal,"9 impr, pos 84.5",in_gsc_only,"organic only, no ads presence",,,
stucen rotterdam,stucen rotterdam,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,0.0,19.9,3,True,https://bm-klus-bv.nl/muren-stucen/,0,20,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 20 impr)",medium,cannibalization_risk,"query on 3 pages, 47 impr",in_gsc_only,"organic only, no ads presence",,,
stucen van muren,stucen van muren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,62.5,1,False,https://bm-klus-bv.nl/muren-stucen-2/,0,2,/muren-stucen-2/,,/muren-stucen-2/,,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stuck werk,stuck werk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,11.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucmortel,stucmortel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucmortel buiten,stucmortel buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,16.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,3,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucmortel voor buiten,stucmortel voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,12.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucplaat buitengevel,stucplaat buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucplaten voor buiten,stucplaten voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,2.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk behangklaar,stucwerk behangklaar,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,38.5,1,False,https://bm-klus-bv.nl/muren-stucen/,0,2,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk binnen,stucwerk binnen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,11.0,1,False,https://bm-klus-bv.nl/muren-stucen/,0,1,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk buiten,stucwerk buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,0.0,39.68,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,28,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 28 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk buiten repareren,stucwerk buiten repareren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,40.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk buitengevel,stucwerk buitengevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,88.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk buitengevelisolatie,stucwerk buitengevelisolatie,stuc_crepi,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
stucwerk buitengevels,stucwerk buitengevels,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,0.0,42.83,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,46,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 46 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk buitenmuur,stucwerk buitenmuur,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,34.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,6,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 6 impr)",low,weak_signal,"6 impr, pos 34.5",in_gsc_only,"organic only, no ads presence",,,
stucwerk buitenmuur repareren,stucwerk buitenmuur repareren,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk gevel,stucwerk gevel,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,1.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk gevels,stucwerk gevels,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0.0,18.5,2,False,https://bm-klus-bv.nl/sierpleister/,0,4,/sierpleister/,service,/sierpleister/,service,medium,"from GSC top page (0 clicks, 4 impr)",low,weak_signal,"6 impr, pos 18.5",in_gsc_only,"organic only, no ads presence",,,
stucwerk isolatie,stucwerk isolatie,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
stucwerk op isolatie,stucwerk op isolatie,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
stucwerk op isolatie detail,stucwerk op isolatie detail,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0.0,4.1,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,10,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 10 impr)",low,weak_signal,"10 impr, pos 4.1",in_gsc_only,"organic only, no ads presence",,,
stucwerk rotterdam,stucwerk rotterdam,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,23.0,1,False,https://bm-klus-bv.nl/muren-stucen/,0,1,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk sausklaar,stucwerk sausklaar,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,0.0,43.45,1,False,https://bm-klus-bv.nl/muren-stucen/,0,29,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 29 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk verwijderen baksteen,stucwerk verwijderen baksteen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stucwerk voor buiten,stucwerk voor buiten,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0.0,62.29,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,7,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 7 impr)",low,weak_signal,"7 impr, pos 62.3",in_gsc_only,"organic only, no ads presence",,,
stucwerk zuid holland,stucwerk zuid holland,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,86.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stukadoor buitengevel,stukadoor buitengevel,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stukadoors rotterdam,stukadoors rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stukadoorsbedrijf klus,stukadoorsbedrijf klus,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0.0,88.16,1,False,https://bm-klus-bv.nl/over_ons/,0,19,/over_ons/,,/over_ons/,,medium,"from GSC top page (0 clicks, 19 impr)",low,weak_signal,"19 impr, pos 88.2",in_gsc_only,"organic only, no ads presence",,,
stukadoorsbedrijf rotterdam,stukadoorsbedrijf rotterdam,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,8.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
stukadoorsbedrijf zuid-holland,stukadoorsbedrijf zuid-holland,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0.0,98.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,8,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 8 impr)",low,weak_signal,"8 impr, pos 98.0",in_gsc_only,"organic only, no ads presence",,,
subsidie,subsidie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
subsidie buitengevelisolatie,subsidie buitengevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,True,True,False,False,,,,,,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",low,,
subsidie gevel,subsidie gevel,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
subsidie gevel isolatie,subsidie gevel isolatie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
subsidie gevel isoleren,subsidie gevel isoleren,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,False,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Subsidie & Vergunning,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
subsidie gevelisolatie,subsidie gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
subsidie isolatie buitenmuur,subsidie isolatie buitenmuur,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,False,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
subsidies gevelisolatie,subsidies gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,320,MEDIUM,53,0.529972,2.330395,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
tempex gevelisolatie,tempex gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
terugverdientijd gevelisolatie,terugverdientijd gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
thermische gevelisolatie,thermische gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,68,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
thermo kalei,thermo kalei,other,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,5,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
tuinmuur stucen,tuinmuur stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,2.33,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,3,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
tuinmuurtje stucen,tuinmuurtje stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,4.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
ultra crepi darianisme,ultra crepi darianisme,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/sierpleister/,service,medium,keyword contains sierpleister signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
unilin gevelisolatie,unilin gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.276104,0.973473,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
van behangklaar naar sausklaar,van behangklaar naar sausklaar,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0.0,24.33,1,False,https://bm-klus-bv.nl/muren-stucen/,0,3,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 3 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
van behangklaar naar sausklaar kosten,van behangklaar naar sausklaar kosten,prijs_kosten,commercial,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,0.0,14.76,1,False,https://bm-klus-bv.nl/muren-stucen/,0,17,/muren-stucen/,service,/muren-stucen/,service,medium,"from GSC top page (0 clicks, 17 impr)",low,weak_signal,"17 impr, pos 14.8",in_gsc_only,"organic only, no ads presence",,,
