normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,ads_priority_guess,keep_review_pause_guess,notes
gevelisolatie subsidie,gevelisolatie subsidie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,True,False,,,,,,,,,,,,28,1,0.62,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",4,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,review,
gevelisolatie systemen,gevelisolatie systemen,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie venlo,gevelisolatie venlo,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,93,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie vergunning,gevelisolatie vergunning,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,cleanup,
gevelisolatie vochtproblemen,gevelisolatie vochtproblemen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatie zonder spouw,gevelisolatie zonder spouw,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevelisolatiesysteem,gevelisolatiesysteem,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,30,MEDIUM,61,0.530815,2.861027,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
gevelpanelen buiten met isolatie,gevelpanelen buiten met isolatie,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
gevelstuc,gevelstuc,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
gevelstuc systeem,gevelstuc systeem,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
gevelstucwerk op isolatie,gevelstucwerk op isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
glaswol isolatie prijs per m2,glaswol isolatie prijs per m2,prijs_kosten,commercial,nl,NL,True,False,False,False,False,30,HIGH,100,0.147525,1.08788,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
goedkoop buitenmuur isoleren,goedkoop buitenmuur isoleren,prijs_kosten,commercial,nl,NL,True,False,False,False,False,20,HIGH,100,0.720416,2.356931,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
gramitherm isolatie,gramitherm isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,99,0.398205,1.684687,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
half stenen muur isoleren,half stenen muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.128868,0.982166,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
halfsteens buitenmuur isoleren,halfsteens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,MEDIUM,66,0.175165,1.044353,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
halfsteens muur isoleren,halfsteens muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,210,HIGH,97,0.17214,1.480856,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
halfsteens muur isoleren aan de buitenkant,halfsteens muur isoleren aan de buitenkant,other,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,67,0.0,0.0,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
halfsteens muur isoleren binnenkant,halfsteens muur isoleren binnenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,90,HIGH,100,0.194739,1.051423,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
halfsteens muur isoleren binnenkant pir,halfsteens muur isoleren binnenkant pir,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.215587,1.257655,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
halfsteens muur isoleren buitenkant,halfsteens muur isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,20,MEDIUM,59,0.210107,0.695577,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
halfsteens muur isoleren van binnenuit,halfsteens muur isoleren van binnenuit,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.262514,0.874921,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
halfsteense muur isoleren,halfsteense muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,210,HIGH,97,0.17214,1.480856,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
harde isolatieplaten met steenstrips,harde isolatieplaten met steenstrips,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
hoekwoning buitenmuur isoleren,hoekwoning buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,69,0.543778,1.31731,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
hoeveel kost buitengevelisolatie,hoeveel kost buitengevelisolatie,prijs_kosten,commercial,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
houten buitenmuur isoleren,houten buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,98,0.510399,1.87336,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
houten buitenwand isoleren,houten buitenwand isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,96,0.38605,1.480158,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
houten gevel isoleren,houten gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,87,0.571647,1.525033,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
houten muur isoleren,houten muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,98,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
hpb gevelisolatie,hpb gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,LOW,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
huis aan buitenkant isoleren,huis aan buitenkant isoleren,other,commercial_investigative,nl,NL,False,False,True,True,False,,,,,,,,,,,,39,2,5.05,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,low,review,
huis aan de buitenkant isoleren,huis aan de buitenkant isoleren,other,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,20,1,0.38,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,4,1,0.38,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,,low,cleanup,
huis bekleden met steenstrips,huis bekleden met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
huis isolatie buitenkant,huis isolatie buitenkant,other,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,3,2,2.7,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,3,2,2.7,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,,low,cleanup,
huis isoleren aan de buitenkant,huis isoleren aan de buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,91,0.603872,1.924203,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
huis isoleren buitenkant,huis isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,210,HIGH,99,0.657807,2.630427,,,,,,,36,7,5.47,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,4,1,0.39,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,medium,medium,cleanup,
huis isoleren buitenkant prijs,huis isoleren buitenkant prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,20,HIGH,94,0.571277,2.047099,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
huis van buiten isoleren,huis van buiten isoleren,other,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,5,1,0.51,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,2,0,0.0,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,,,,,,low,cleanup,
ijsselmonde buitengevelisolatie,ijsselmonde buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
ijsselmonde gevelisolatie,ijsselmonde gevelisolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Offerte,Gevelisolatie - Afwerking",,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
impregneren gevel isolatie,impregneren gevel isolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,50,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isde gevelisolatie,isde gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,True,False,False,False,False,40,LOW,20,0.573309,2.435959,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,low,,,
isobouw gevelisolatie,isobouw gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,100,0.37623,1.356485,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
isobouw slimfort,isobouw slimfort,other,commercial_investigative,nl,NL,True,False,False,False,False,320,HIGH,100,0.398502,2.259109,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
isobouw slimfort gevelisolatie,isobouw slimfort gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.40368,1.582639,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
isobouw slimfort prijs,isobouw slimfort prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatie aan buitenkant muur,isolatie aan buitenkant muur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,80,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie binnenkant buitenmuur,isolatie binnenkant buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie buitengevel,isolatie buitengevel,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,90,HIGH,100,0.709394,2.549608,,,,,,,26,7,15.55,0.0,"PHRASE,EXACT",Gevelisolatie - Core,"ENABLED,PAUSED",2,0,0.0,0.0,Gevelisolatie - Core,review,"moderate spend €15.55, 0 conv; 7 clicks, 0 conv",False,,,,,low,medium,review,
isolatie buitengevel kostprijs,isolatie buitengevel kostprijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatie buitenkant,isolatie buitenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,98,0.440152,1.501282,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie buitenkant gevel,isolatie buitenkant gevel,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,1.116918,4.226354,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie buitenkant huis,isolatie buitenkant huis,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.571917,2.12731,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
isolatie buitenkant muur,isolatie buitenkant muur,other,commercial_investigative,nl,NL,True,False,False,False,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
isolatie buitenkant woning,isolatie buitenkant woning,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie buitenmuren,isolatie buitenmuren,other,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,16,2,1.08,0.0,"PHRASE,EXACT",Gevelisolatie - Core,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,,,,,,low,cleanup,
isolatie buitenmuren bestaande huis,isolatie buitenmuren bestaande huis,other,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie buitenmuur,isolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,True,False,390,HIGH,100,0.980426,3.252068,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,expansion_candidate,,
isolatie buitenmuur buitenkant,isolatie buitenmuur buitenkant,other,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,99,0.654852,2.086978,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
isolatie buitenmuur dikte,isolatie buitenmuur dikte,technical_rc_dikte,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,34,0.316708,0.899044,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,,,
isolatie buitenmuur prijs,isolatie buitenmuur prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatie buitenmuur zonder spouw,isolatie buitenmuur zonder spouw,other,commercial_investigative,nl,NL,True,False,False,True,False,90,HIGH,95,0.530815,1.9035,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
isolatie buitenzijde muur,isolatie buitenzijde muur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,94,0.574898,2.70916,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie crepi,isolatie crepi,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
isolatie enkele buitenmuur,isolatie enkele buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie enkelsteens buitenmuur,isolatie enkelsteens buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,97,0.308911,1.36787,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
isolatie gevel,isolatie gevel,other,commercial_investigative,nl,NL,True,False,False,True,False,90,MEDIUM,59,1.428966,4.723226,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
isolatie gevel buitenkant,isolatie gevel buitenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,1.116918,4.226354,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie gevel prijs,isolatie gevel prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatie gevelbekleding,isolatie gevelbekleding,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
isolatie halfsteens buitenmuur,isolatie halfsteens buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,40,MEDIUM,66,0.175165,1.044353,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
isolatie houten buitenwand,isolatie houten buitenwand,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.260215,2.287524,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie huis buitenkant,isolatie huis buitenkant,other,commercial_investigative,nl,NL,True,False,True,True,False,10,HIGH,90,0.613854,3.398062,,,,,,,14,1,3.6,0.0,"PHRASE,EXACT",Gevelisolatie - Materialen,PAUSED,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,low,review,
isolatie met steenstrips,isolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,1,2.19,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
isolatie met steenstrips prijs,isolatie met steenstrips prijs,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatie muren buitenkant,isolatie muren buitenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
isolatie muur buitenkant,isolatie muur buitenkant,other,commercial_investigative,nl,NL,True,False,False,True,False,210,HIGH,100,0.842615,3.164822,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,expansion_candidate,,
isolatie op buitenmuur,isolatie op buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.552501,6.034154,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie plaatsen tegen buitenmuur,isolatie plaatsen tegen buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,77,0.714728,3.947781,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie platen buitenmuur,isolatie platen buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,170,HIGH,100,0.395016,1.102462,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
isolatie steenstrips,isolatie steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,6,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
isolatie steenstrips buiten,isolatie steenstrips buiten,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
isolatie stucwerk,isolatie stucwerk,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,4,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
isolatie stucwerk buitengevel,isolatie stucwerk buitengevel,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,1,1.56,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
isolatie tegen buitenmuur,isolatie tegen buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.511303,1.87731,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
isolatie van buitenaf,isolatie van buitenaf,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,0.26,0.0,Gevelisolatie - Core,,,False,,,,,,,,
isolatie voor buitengevel,isolatie voor buitengevel,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie voor buitenmuur,isolatie voor buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.328981,1.12597,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie voorgevel,isolatie voorgevel,other,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Core,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,,,,,,low,cleanup,
isolatie voorzetwand,isolatie voorzetwand,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
isolatie voorzetwand buitenmuur,isolatie voorzetwand buitenmuur,other,commercial_investigative,nl,NL,True,False,False,True,False,90,HIGH,100,0.348179,1.293024,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
isolatie wand buitenmuur,isolatie wand buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatie zijgevel,isolatie zijgevel,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,1.52,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
isolatiebedrijf rotterdam,isolatiebedrijf rotterdam,other,commercial_investigative,nl,NL,False,False,True,True,False,,,,,,,,,,,,3,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Offerte,PAUSED,1,0,0.0,0.0,Gevelisolatie - Offerte,,,False,,,,,,low,,
isolatiebedrijf rotterdam offerte,isolatiebedrijf rotterdam offerte,offerte,commercial,nl,NL,False,False,True,False,False,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Offerte,PAUSED,,,,,,,,False,,,,,,low,,
isolatieblokken buitenmuur,isolatieblokken buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.278271,1.061193,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
isolatiemateriaal buitenmuur,isolatiemateriaal buitenmuur,materialen,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,100,0.319497,1.427863,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,low,,,
isolatieplaat buiten,isolatieplaat buiten,materialen,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.534594,1.269152,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,medium,,,
isolatieplaten buitengevel,isolatieplaten buitengevel,materialen,commercial_investigative,nl,NL,True,False,False,True,False,90,HIGH,100,0.370654,1.534786,,,,,,,,,,,,,,1,1,0.77,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
isolatieplaten buitenkant huis,isolatieplaten buitenkant huis,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
isolatieplaten buitenmuur,isolatieplaten buitenmuur,materialen,commercial_investigative,nl,NL,True,False,False,False,False,170,HIGH,100,0.395016,1.102462,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
isolatieplaten buitenmuur prijs,isolatieplaten buitenmuur prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
isolatieplaten muur buiten,isolatieplaten muur buiten,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.316027,1.084538,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatieplaten steenstrips,isolatieplaten steenstrips,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
isolatieplaten tegen buitenmuur,isolatieplaten tegen buitenmuur,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
isolatieplaten voor buitengevel,isolatieplaten voor buitengevel,materialen,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.520655,1.433797,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
