normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,ads_priority_guess,keep_review_pause_guess,notes
1 steens buitenmuur isoleren,1 steens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,79,0.368464,1.239837,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
1 steens muur isoleren,1 steens muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,86,0.25836,1.48173,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
2 cm isolatie,2 cm isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.127272,2.212486,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
aannemer gevelisolatie,aannemer gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
aerogel isolatie buitenmuur,aerogel isolatie buitenmuur,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,0.44,0.0,Gevelisolatie - Core,,,False,,,,,,,,
bakstenen muur isoleren,bakstenen muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,98,1.020317,6.021049,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
besparing gevelisolatie,besparing gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
bestaande buitenmuur isoleren,bestaande buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,76,0.644431,1.632303,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
bestaande gevel isoleren,bestaande gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
beste gevelisolatie,beste gevelisolatie,core_isolation,commercial,nl,NL,True,False,False,False,False,20,HIGH,100,0.844235,2.72088,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
beste isolatie buitenmuur,beste isolatie buitenmuur,other,commercial,nl,NL,True,False,False,False,False,10,HIGH,99,0.514033,1.320331,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
binnen muur isoleren,binnen muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.494752,2.121781,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
binnenisolatie van buitenmuren,binnenisolatie van buitenmuren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,71,0.318002,3.352894,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
binnenkant muur isoleren,binnenkant muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,320,HIGH,100,0.381881,1.795283,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
binnenzijde muur isoleren,binnenzijde muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.285823,0.602271,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
biobased gevelisolatie,biobased gevelisolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
bluedec gevelisolatie,bluedec gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buiten gevel isolatie,buiten gevel isolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,2,2.98,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,,,,,,,,
buiten gevel isoleren,buiten gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,50,HIGH,99,0.882143,6.179344,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
buiten gevelisolatie,buiten gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,480,HIGH,100,0.891512,3.701835,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,expansion_candidate,,
buiten isolatie gevel,buiten isolatie gevel,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
buiten muren isoleren,buiten muren isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,110,HIGH,100,0.645736,2.720287,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
buiten muur isolatie,buiten muur isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.727251,2.076994,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buiten muur isoleren,buiten muur isoleren,other,commercial_investigative,nl,NL,True,False,False,True,False,110,HIGH,100,0.645736,2.720287,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,,,
buitengevel isolatie,buitengevel isolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,23,1,1.3,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core,Gevelisolatie - Materialen",,,False,,,,,,,,
buitengevel isolatie platen,buitengevel isolatie platen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.62287,2.076327,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitengevel isolatie steenstrips,buitengevel isolatie steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.587742,2.238001,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitengevel isolatieplaten,buitengevel isolatieplaten,materialen,commercial_investigative,nl,NL,True,False,False,False,False,90,HIGH,100,0.370654,1.534786,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
buitengevel isoleren,buitengevel isoleren,core_isolation,commercial_investigative,nl,NL,True,True,True,True,True,480,HIGH,100,0.626229,2.598156,480,HIGH,100,0.626229,2.598156,2.598156,40,7,10.9,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,33,6,10.19,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,medium,cleanup,
buitengevel isoleren en bekleden,buitengevel isoleren en bekleden,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,22,2,4.26,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitengevel isoleren en bekleden prijs,buitengevel isoleren en bekleden prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitengevel isoleren en bepleisteren,buitengevel isoleren en bepleisteren,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitengevel isoleren en stucen,buitengevel isoleren en stucen,stuc_crepi,commercial_investigative,nl,NL,False,True,True,True,True,,,,,,170,HIGH,100,0.757399,2.746896,2.746896,92,24,38.21,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,ENABLED,28,3,2.69,0.0,Gevelisolatie - Afwerking,pause,"moderate spend €17.65, 0 conv; 13 clicks, 0 conv",False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,medium,review,pause,
buitengevel isoleren en stucen prijs,buitengevel isoleren en stucen prijs,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,38,10,10.32,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitengevel isoleren kosten,buitengevel isoleren kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,92,0.509619,1.846491,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitengevel isoleren prijs,buitengevel isoleren prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitengevel isoleren steenstrips,buitengevel isoleren steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitengevel isoleren vergunning,buitengevel isoleren vergunning,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Subsidie & Vergunning,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,cleanup,
buitengevel na isoleren,buitengevel na isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,10,MEDIUM,59,0.436699,1.067166,,,,,,,,,,,,,,3,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,,,,,,,,
buitengevelisolatie,buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,True,True,True,True,True,480,HIGH,100,0.891512,3.701835,480,HIGH,100,0.891512,3.701835,3.701835,132,22,35.87,1.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,29,5,8.16,0.0,Gevelisolatie - Core,keep,1 conv @ €35.87,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,high,keep,
buitengevelisolatie bedrijven,buitengevelisolatie bedrijven,core_isolation,commercial_investigative,nl,NL,True,False,True,False,False,10,HIGH,77,1.656418,7.082546,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Offerte,PAUSED,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,,
buitengevelisolatie crepi,buitengevelisolatie crepi,stuc_crepi,commercial_investigative,nl,NL,True,False,True,True,False,10,LOW,29,0.0,0.0,,,,,,,4,2,2.82,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,"ENABLED,PAUSED",1,1,1.28,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,low,review,
buitengevelisolatie details,buitengevelisolatie details,core_isolation,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
buitengevelisolatie kosten,buitengevelisolatie kosten,prijs_kosten,commercial,nl,NL,True,True,True,True,False,10,HIGH,74,0.73385,2.042945,10,HIGH,74,0.73385,2.042945,1.5117793,1,1,0.87,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,"ENABLED,PAUSED",1,1,0.87,0.0,Gevelisolatie - Kosten & Prijs,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,low,review,
buitengevelisolatie met steenstrips,buitengevelisolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,True,True,True,10,HIGH,99,0.54311,1.51444,,,,,,,84,20,26.44,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,ENABLED,2,1,1.27,0.0,Gevelisolatie - Afwerking,cleanup,enabled but 0 impressions,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,review,cleanup,
buitengevelisolatie met stucwerk,buitengevelisolatie met stucwerk,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,94,0.587952,3.589929,,,,,,,,,,,,,,3,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,low,,,
buitengevelisolatie offerte,buitengevelisolatie offerte,offerte,commercial,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Offerte,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
buitengevelisolatie plaatsen,buitengevelisolatie plaatsen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitengevelisolatie platen,buitengevelisolatie platen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.62287,2.076327,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitengevelisolatie prijs,buitengevelisolatie prijs,prijs_kosten,commercial,nl,NL,True,False,True,False,False,10,HIGH,86,0.315926,1.725048,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Kosten & Prijs,PAUSED,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,low,,
buitengevelisolatie prijs per m2,buitengevelisolatie prijs per m2,prijs_kosten,commercial,nl,NL,True,False,True,True,False,10,HIGH,100,0.202345,1.24758,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,2,0,0.0,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,low,,
buitengevelisolatie sierpleister,buitengevelisolatie sierpleister,stuc_crepi,commercial_investigative,nl,NL,False,False,True,False,False,,,,,,,,,,,,6,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,PAUSED,,,,,,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,low,,
buitengevelisolatie steenstrips,buitengevelisolatie steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,True,False,True,10,HIGH,100,0.587742,2.238001,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,low,cleanup,
buitengevelisolatie stuc,buitengevelisolatie stuc,stuc_crepi,commercial_investigative,nl,NL,False,False,True,False,False,,,,,,,,,,,,28,2,2.3,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,"ENABLED,PAUSED",,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,review,
buitengevelisolatie stucwerk,buitengevelisolatie stucwerk,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,94,0.587952,3.589929,,,,,,,,,,,,,,4,1,0.93,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,low,,,
buitengevelisolatie subsidie,buitengevelisolatie subsidie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,False,,,,,,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",,,,,,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,,
buitengevelisolatie systemen,buitengevelisolatie systemen,core_isolation,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
buitengevelisolatiesysteem,buitengevelisolatiesysteem,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenisolatie gevel,buitenisolatie gevel,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,110,HIGH,100,0.729928,2.798322,,,,,,,,,,,,,,16,2,3.61,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,,,
buitenisolatie gevel prijs,buitenisolatie gevel prijs,prijs_kosten,commercial,nl,NL,True,False,False,True,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenisolatie huis,buitenisolatie huis,core_isolation,commercial_investigative,nl,NL,False,False,True,False,False,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Core,PAUSED,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,,
buitenisolatie met steenstrips,buitenisolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,100,0.489608,1.171434,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,,,
buitenisolatie prijs,buitenisolatie prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenkant chalet isoleren,buitenkant chalet isoleren,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
buitenkant gevel isoleren,buitenkant gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,95,0.855807,3.116613,,,,,,,,,,,,,,3,1,1.01,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenkant huis isoleren,buitenkant huis isoleren,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,7,1,0.56,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,,,,,,,,
buitenkant huis isoleren en stucen,buitenkant huis isoleren en stucen,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
buitenkant isoleren,buitenkant isoleren,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,1,0.52,0.0,Gevelisolatie - Core,,,False,,,,,,,,
buitenkant muur isoleren,buitenkant muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,97,0.780451,2.724446,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
buitenkant woning isoleren,buitenkant woning isoleren,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
buitenmuren isoleren,buitenmuren isoleren,other,commercial_investigative,nl,NL,True,False,False,True,False,390,HIGH,100,0.980426,3.252068,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,expansion_candidate,,
buitenmuren isoleren kosten,buitenmuren isoleren kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenmuren isoleren langs buiten,buitenmuren isoleren langs buiten,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,88,0.510399,1.8957,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur aan binnenzijde isoleren,buitenmuur aan binnenzijde isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur aan de binnenkant isoleren,buitenmuur aan de binnenkant isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.3133,1.54717,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur bekleden met steenstrips,buitenmuur bekleden met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,6,1,1.03,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitenmuur binnen isoleren,buitenmuur binnen isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.276169,1.295208,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
buitenmuur binnenkant isoleren,buitenmuur binnenkant isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur buiten isoleren,buitenmuur buiten isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur isolatie,buitenmuur isolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,320,HIGH,100,0.734671,2.838958,,,,,,,,,,,,,,8,1,0.75,0.0,Gevelisolatie - Core,,,False,,,,,medium,expansion_candidate,,
buitenmuur isolatie aanbrengen,buitenmuur isolatie aanbrengen,core_isolation,commercial_investigative,nl,NL,True,False,True,False,False,10,HIGH,86,0.0,0.0,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Materialen,PAUSED,,,,,,,,False,,,,,,low,,
buitenmuur isolatie dikte,buitenmuur isolatie dikte,technical_rc_dikte,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,,,
buitenmuur isolatie kosten,buitenmuur isolatie kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,86,0.797765,2.925496,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenmuur isolatie met steenstrips,buitenmuur isolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,4,1,0.63,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitenmuur isolatie platen,buitenmuur isolatie platen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.37638,1.472668,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur isolatie prijs,buitenmuur isolatie prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenmuur isolatie steenstrips,buitenmuur isolatie steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitenmuur isolatieplaten,buitenmuur isolatieplaten,materialen,commercial_investigative,nl,NL,True,False,False,True,False,170,HIGH,100,0.395016,1.102462,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,,,
buitenmuur isoleren,buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,True,True,True,True,1000,HIGH,100,0.679856,2.509194,1000,HIGH,100,0.679856,2.509194,2.509194,34,6,5.4,1.0,"EXACT,PHRASE",Gevelisolatie - Core,"ENABLED,PAUSED",28,3,1.5,0.0,Gevelisolatie - Core,keep,1 conv @ €5.40,False,/gevelisolatie/,service,low,broad gevelisolatie term,high,high,keep,
buitenmuur isoleren aan binnenkant,buitenmuur isoleren aan binnenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.285823,1.443175,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,,,
buitenmuur isoleren aan buitenkant,buitenmuur isoleren aan buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,True,False,False,10,HIGH,86,0.0,0.0,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Materialen,PAUSED,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,,
buitenmuur isoleren aan de binnenkant,buitenmuur isoleren aan de binnenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,99,0.263961,1.044454,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren aan de binnenzijde,buitenmuur isoleren aan de binnenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren aan de buitenkant,buitenmuur isoleren aan de buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.679467,5.056799,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren binnenkant,buitenmuur isoleren binnenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.285823,1.443175,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,,,
buitenmuur isoleren binnenzijde,buitenmuur isoleren binnenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.329205,1.314836,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren buitenkant,buitenmuur isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,140,HIGH,99,0.546952,2.120014,,,,,,,5,3,2.06,0.0,"EXACT,PHRASE",Gevelisolatie - Core,ENABLED,5,3,2.06,0.0,Gevelisolatie - Core,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,low,cleanup,
